y_test_pred,y_test_pred_rounded,y_test
3.763959,4.0,5
3.8760386,4.0,4
3.5930135,4.0,2
3.9824538,4.0,3
3.462295,3.0,4
3.6626954,4.0,2
3.6479876,4.0,3
3.4573026,3.0,3
3.3415089,3.0,5
3.3319535,3.0,3
3.6508768,4.0,4
3.269884,3.0,2
3.5231054,4.0,5
3.654083,4.0,1
3.630865,4.0,4
3.5957007,4.0,3
3.759132,4.0,5
3.8767486,4.0,3
3.6421597,4.0,2
3.602243,4.0,5
3.5274525,4.0,4
3.5883472,4.0,4
3.410036,3.0,3
3.6214483,4.0,4
3.295464,3.0,3
3.6541076,4.0,4
3.3499353,3.0,4
3.498468,3.0,3
3.674389,4.0,5
3.588221,4.0,4
3.773905,4.0,2
3.5428023,4.0,3
3.8626654,4.0,4
2.9951122,3.0,2
3.533843,4.0,4
3.5998793,4.0,3
3.6662855,4.0,1
3.3325155,3.0,5
3.8126926,4.0,3
3.436814,3.0,3
3.6970108,4.0,4
3.356698,3.0,4
3.438666,3.0,3
3.602243,4.0,5
3.39132,3.0,3
3.588221,4.0,5
3.4899833,3.0,5
3.4940357,3.0,5
4.002242,4.0,4
3.2126389,3.0,4
3.1397703,3.0,3
3.4347174,3.0,2
3.2950275,3.0,3
3.6294668,4.0,5
3.012219,3.0,4
3.5974746,4.0,4
3.6628616,4.0,3
3.406158,3.0,2
2.9918606,3.0,2
3.7046268,4.0,3
3.2313886,3.0,3
3.417576,3.0,3
3.5578,4.0,4
3.3202515,3.0,3
3.4500673,3.0,2
3.7341273,4.0,4
4.249339,4.0,4
3.4417896,3.0,4
3.3900862,3.0,4
3.7664342,4.0,5
3.3899684,3.0,3
3.386731,3.0,5
3.7356048,4.0,4
3.483592,3.0,2
3.683545,4.0,5
3.681791,4.0,2
3.168376,3.0,1
3.6193643,4.0,5
4.0401883,4.0,5
3.714424,4.0,4
3.3552897,3.0,2
3.7134292,4.0,4
3.3409348,3.0,4
3.3339546,3.0,5
3.8500054,4.0,3
3.615604,4.0,3
3.8019378,4.0,4
3.9404373,4.0,4
3.3934457,3.0,4
3.5137193,4.0,5
3.3191998,3.0,2
4.1577024,4.0,4
3.3165243,3.0,2
3.5209522,4.0,2
3.350051,3.0,5
3.70372,4.0,2
3.512421,4.0,4
3.0304127,3.0,3
3.5123277,4.0,3
2.8970027,3.0,1
3.7733004,4.0,4
3.8119743,4.0,3
3.219851,3.0,2
3.9843552,4.0,4
3.1322818,3.0,4
3.3339546,3.0,3
3.4803011,3.0,2
3.4404335,3.0,3
3.2622032,3.0,1
3.9532795,4.0,5
3.5833318,4.0,1
3.7188685,4.0,4
3.457842,3.0,2
3.4193652,3.0,4
3.199483,3.0,3
3.3808122,3.0,3
3.0524747,3.0,4
3.5360992,4.0,3
3.424321,3.0,5
3.4189038,3.0,3
3.3438716,3.0,5
3.7046268,4.0,4
3.055497,3.0,2
3.5439448,4.0,5
3.8195643,4.0,3
3.743347,4.0,4
3.8608375,4.0,2
3.3971066,3.0,3
3.655159,4.0,3
3.2012498,3.0,3
3.8427474,4.0,5
3.6810665,4.0,4
3.8698263,4.0,5
3.4739723,3.0,1
3.2704372,3.0,3
3.5829992,4.0,4
3.5241723,4.0,4
3.5193686,4.0,4
3.4139612,3.0,2
3.7041101,4.0,5
3.1970906,3.0,3
3.7217584,4.0,4
3.4380836,3.0,5
3.643914,4.0,4
3.3505487,3.0,3
3.5091076,4.0,1
3.6655037,4.0,5
3.645825,4.0,3
3.9131973,4.0,5
3.474494,3.0,4
3.773905,4.0,4
3.6240075,4.0,5
3.0119963,3.0,3
3.5848994,4.0,4
3.692461,4.0,4
3.4239092,3.0,4
3.3535933,3.0,3
3.523466,4.0,1
3.4071715,3.0,4
3.5705588,4.0,4
3.7409317,4.0,3
3.4586687,3.0,3
3.3536417,3.0,4
3.35703,3.0,4
3.773905,4.0,4
3.3402114,3.0,4
3.8596072,4.0,4
3.959883,4.0,4
3.6282384,4.0,5
3.4676895,3.0,2
3.39089,3.0,5
3.4380836,3.0,3
3.8201604,4.0,3
3.394622,3.0,4
3.4676614,3.0,4
3.6857347,4.0,4
3.6833372,4.0,4
3.313391,3.0,4
3.3644788,3.0,5
3.7116053,4.0,4
3.5123277,4.0,3
3.878368,4.0,3
3.7003086,4.0,3
3.6289334,4.0,4
3.6500125,4.0,2
3.4905972,3.0,4
3.6662855,4.0,2
3.4254127,3.0,3
3.0956836,3.0,1
3.5101132,4.0,3
3.5363579,4.0,3
3.5874653,4.0,5
3.6148858,4.0,3
3.4940357,3.0,1
3.49019,3.0,4
3.45859,3.0,2
3.5536208,4.0,2
3.3934917,3.0,3
3.765539,4.0,4
3.3191998,3.0,4
3.4071715,3.0,4
3.0171623,3.0,4
3.392404,3.0,5
3.3330693,3.0,5
3.4336746,3.0,1
3.6502106,4.0,4
3.7117703,4.0,5
3.8312514,4.0,3
3.6209545,4.0,3
3.6947844,4.0,3
3.8736417,4.0,4
3.7396698,4.0,3
3.3210344,3.0,3
3.5596328,4.0,3
3.5494244,4.0,4
3.4009392,3.0,1
3.822528,4.0,4
3.4943423,3.0,4
4.0087056,4.0,4
3.4616606,3.0,5
2.9042659,3.0,2
3.6825128,4.0,2
3.8929405,4.0,3
3.2739582,3.0,5
3.690956,4.0,4
3.4071715,3.0,2
3.66399,4.0,5
3.783957,4.0,4
3.6646545,4.0,3
3.4125748,3.0,3
3.9512756,4.0,4
3.0067093,3.0,2
3.5123277,4.0,3
2.7279637,3.0,1
3.8435206,4.0,3
3.35009,3.0,3
3.7772734,4.0,5
4.1743455,4.0,5
3.562892,4.0,5
3.6151972,4.0,2
2.9488516,3.0,4
3.5149384,4.0,4
3.9189677,4.0,4
3.7003086,4.0,4
3.634974,4.0,2
3.9064043,4.0,4
3.164407,3.0,4
3.7446318,4.0,3
3.4974098,3.0,4
3.6994345,4.0,5
4.0884495,4.0,4
3.3062966,3.0,4
3.6825128,4.0,3
3.7508206,4.0,5
3.3401315,3.0,2
2.9193103,3.0,3
3.5874133,4.0,2
3.681791,4.0,4
3.672922,4.0,3
3.380853,3.0,4
3.7424111,4.0,4
3.3926735,3.0,3
3.52431,4.0,3
3.5908406,4.0,4
3.683545,4.0,3
3.668068,4.0,3
3.441386,3.0,4
3.8314178,4.0,4
3.782095,4.0,5
3.457842,3.0,5
3.6639557,4.0,4
3.3346682,3.0,4
3.7430315,4.0,5
3.3505487,3.0,3
4.1576796,4.0,4
3.4943423,3.0,4
3.5680861,4.0,4
3.7900076,4.0,4
3.2242644,3.0,3
3.3825378,3.0,3
4.0907946,4.0,4
3.3505487,3.0,5
3.4493155,3.0,3
3.5200915,4.0,2
3.7591138,4.0,4
3.4586687,3.0,4
3.824883,4.0,5
3.3319535,3.0,4
3.858701,4.0,4
3.773905,4.0,3
3.5511923,4.0,5
3.7141016,4.0,4
3.3165755,3.0,5
3.3866444,3.0,2
3.7108247,4.0,3
3.3414028,3.0,5
3.88999,4.0,4
3.4265325,3.0,4
3.5331101,4.0,4
3.6994345,4.0,3
3.223924,3.0,2
3.5976725,4.0,4
3.3011231,3.0,5
3.4239285,3.0,3
3.3908896,3.0,3
3.9415064,4.0,4
3.32197,3.0,4
3.5282679,4.0,5
3.3820975,3.0,4
3.4452662,3.0,5
3.3693206,3.0,4
3.6662855,4.0,2
3.4782557,3.0,4
3.181388,3.0,4
3.329707,3.0,4
3.6909323,4.0,4
3.61964,4.0,5
3.4556646,3.0,3
3.1435807,3.0,2
3.457842,3.0,2
3.7188158,4.0,5
3.4719582,3.0,3
3.4844947,3.0,2
3.8402097,4.0,5
3.6203008,4.0,4
3.4273784,3.0,3
3.4243357,3.0,4
3.345709,3.0,5
3.6914055,4.0,3
4.0014367,4.0,5
3.4106002,3.0,4
2.86447,3.0,3
3.1333678,3.0,4
3.7424111,4.0,5
3.595094,4.0,4
3.7046268,4.0,1
3.709524,4.0,5
3.4818776,3.0,3
3.1950753,3.0,2
3.6983438,4.0,4
3.4958982,3.0,4
3.5601501,4.0,5
3.9142256,4.0,5
3.4224193,3.0,1
3.4893098,3.0,3
3.6059155,4.0,3
3.307057,3.0,3
3.672922,4.0,5
3.7067444,4.0,5
3.4116857,3.0,1
3.580267,4.0,1
3.6770203,4.0,5
3.9375305,4.0,5
3.5093524,4.0,4
3.785788,4.0,5
3.1296415,3.0,3
3.507958,4.0,4
3.6265376,4.0,2
3.9400086,4.0,5
3.3191998,3.0,4
3.4391544,3.0,5
3.5990276,4.0,2
3.7300134,4.0,1
3.749905,4.0,3
3.2855465,3.0,4
3.672922,4.0,5
3.2038624,3.0,4
3.4984553,3.0,4
2.9901967,3.0,2
3.5458775,4.0,3
3.664167,4.0,4
3.3984349,3.0,4
3.5105863,4.0,3
3.7283843,4.0,4
3.3542275,3.0,3
3.972834,4.0,3
3.6401618,4.0,1
3.595094,4.0,5
3.6374495,4.0,4
3.017355,3.0,4
3.3908901,3.0,3
3.6911864,4.0,5
3.539649,4.0,2
3.3319535,3.0,4
3.7003086,4.0,5
3.636562,4.0,4
3.4076004,3.0,3
3.417576,3.0,4
3.7970085,4.0,4
2.9146657,3.0,2
3.1791396,3.0,4
3.397807,3.0,5
3.278507,3.0,5
3.7601628,4.0,4
3.3094056,3.0,5
3.8576808,4.0,4
3.3505487,3.0,2
3.4174206,3.0,3
3.4239285,3.0,3
3.5121155,4.0,1
2.956898,3.0,2
3.8098648,4.0,2
3.7531257,4.0,5
3.7393084,4.0,4
3.5092268,4.0,3
3.406252,3.0,2
3.7416139,4.0,4
3.6144447,4.0,2
4.0439053,4.0,4
3.8214993,4.0,1
3.51863,4.0,4
3.4616606,3.0,5
3.663249,4.0,4
3.7889051,4.0,4
3.3505487,3.0,1
3.3432684,3.0,4
3.3014243,3.0,3
3.6141856,4.0,2
3.268079,3.0,4
3.8288305,4.0,3
3.7421918,4.0,3
3.6215303,4.0,5
3.785788,4.0,3
3.6183355,4.0,4
3.3319535,3.0,3
3.2545404,3.0,3
3.5886343,4.0,5
3.4586873,3.0,3
3.7944183,4.0,4
3.3978844,3.0,4
3.602243,4.0,3
3.745366,4.0,3
3.4836338,3.0,1
3.5778415,4.0,3
3.3278003,3.0,4
3.709524,4.0,4
3.7778041,4.0,3
3.527486,4.0,2
3.2718782,3.0,4
3.4239285,3.0,4
3.457842,3.0,4
3.826608,4.0,4
3.5086093,4.0,3
3.595094,4.0,3
3.669567,4.0,3
3.5124207,4.0,4
3.2445781,3.0,2
3.7700987,4.0,4
3.3945715,3.0,1
3.9405267,4.0,4
3.5802565,4.0,3
3.8578901,4.0,5
3.9078217,4.0,4
3.228312,3.0,3
3.829688,4.0,3
3.3785791,3.0,1
3.9128268,4.0,4
3.4719582,3.0,4
3.3029027,3.0,3
3.3026803,3.0,2
3.4800367,3.0,5
3.8039844,4.0,4
3.7289696,4.0,4
3.5448694,4.0,4
3.9251616,4.0,4
3.457842,3.0,1
3.6882339,4.0,4
3.5091136,4.0,3
3.899207,4.0,2
3.4974098,3.0,3
3.7930698,4.0,4
3.5483294,4.0,2
3.496749,3.0,5
3.5737548,4.0,3
3.3720493,3.0,5
4.1714344,4.0,5
3.4104357,3.0,3
3.580163,4.0,4
3.4476666,3.0,4
2.9123762,3.0,1
3.526186,4.0,4
3.499053,3.0,2
3.3127904,3.0,5
3.7121787,4.0,4
3.6360927,4.0,2
3.5923705,4.0,4
3.7508206,4.0,3
3.3801336,3.0,4
3.499621,3.0,5
3.1981928,3.0,3
3.448869,3.0,4
3.1791396,3.0,3
3.4299548,3.0,4
3.0778713,3.0,1
3.4756908,3.0,5
3.685513,4.0,4
3.8825195,4.0,3
3.5299323,4.0,5
3.5777485,4.0,5
3.406125,3.0,2
3.623454,4.0,4
3.014848,3.0,1
3.8480158,4.0,4
3.6151142,4.0,5
3.5601501,4.0,2
3.4666972,3.0,4
3.2759292,3.0,3
3.5364916,4.0,3
3.5494244,4.0,3
3.4113443,3.0,5
2.909022,3.0,4
3.637375,4.0,3
3.745366,4.0,4
3.378824,3.0,5
3.9723294,4.0,5
3.7733004,4.0,5
3.4536598,3.0,3
3.5114808,4.0,3
3.9712877,4.0,4
3.4515073,3.0,5
3.5182114,4.0,2
3.473741,3.0,2
3.7048414,4.0,5
3.3693206,3.0,4
3.4523118,3.0,5
3.4940197,3.0,3
3.5593848,4.0,2
3.8929243,4.0,5
3.8895478,4.0,5
3.6148858,4.0,3
3.8223028,4.0,3
3.5097017,4.0,5
3.0309393,3.0,3
3.8861382,4.0,5
2.835922,3.0,4
3.5998793,4.0,3
3.5095034,4.0,5
2.9009144,3.0,1
3.7009468,4.0,3
3.4616606,3.0,4
3.4586873,3.0,3
3.681603,4.0,5
3.8652124,4.0,5
3.5975,4.0,4
3.934891,4.0,2
3.6874125,4.0,3
3.4071715,3.0,4
3.4787362,3.0,3
3.8754325,4.0,4
3.9174645,4.0,3
3.5887678,4.0,4
3.2065954,3.0,4
3.8155594,4.0,4
3.2114687,3.0,3
3.9164672,4.0,5
3.138486,3.0,4
3.4766326,3.0,1
3.7389188,4.0,3
3.9560752,4.0,4
3.4987645,3.0,5
3.4071715,3.0,5
3.9075906,4.0,3
3.499053,3.0,5
3.3784866,3.0,4
3.4442317,3.0,3
2.8495507,3.0,2
3.4608345,3.0,2
3.4426262,3.0,3
3.8311138,4.0,3
3.7121787,4.0,4
4.0190053,4.0,3
3.672922,4.0,5
3.1188564,3.0,3
3.6340413,4.0,2
3.1215034,3.0,4
3.5705588,4.0,2
3.4071715,3.0,4
3.5962925,4.0,3
3.6374495,4.0,1
3.743679,4.0,3
4.2074795,4.0,5
3.1347082,3.0,5
3.4899585,3.0,3
3.578529,4.0,5
3.8892202,4.0,5
3.6356502,4.0,4
3.045534,3.0,1
3.3760898,3.0,5
3.457842,3.0,5
3.6282384,4.0,3
3.8524199,4.0,4
3.245959,3.0,2
4.0700226,4.0,5
3.6907327,4.0,3
3.4983008,3.0,4
3.2999377,3.0,4
3.3554182,3.0,3
3.7019014,4.0,3
3.388837,3.0,4
4.0387425,4.0,3
3.6815524,4.0,4
3.7046268,4.0,5
3.59855,4.0,4
3.8834975,4.0,3
3.6455476,4.0,3
3.6986105,4.0,3
3.0597613,3.0,2
3.4071715,3.0,4
3.6825128,4.0,4
3.6461957,4.0,2
3.5246701,4.0,4
3.8124552,4.0,5
3.4940357,3.0,5
3.2776473,3.0,5
3.3401315,3.0,5
3.2313886,3.0,4
4.155969,4.0,4
3.9999986,4.0,5
3.4752963,3.0,3
3.594662,4.0,5
3.1521385,3.0,1
3.7840805,4.0,3
3.4519699,3.0,5
3.2855465,3.0,3
3.2870889,3.0,2
3.6427326,4.0,4
3.46481,3.0,5
3.248432,3.0,2
3.6234064,4.0,3
3.6513062,4.0,3
3.3984585,3.0,4
3.858701,4.0,3
3.4318707,3.0,5
3.6500125,4.0,4
3.6060412,4.0,5
3.4174206,3.0,3
3.3224237,3.0,4
3.3137765,3.0,5
3.3542275,3.0,2
3.7046268,4.0,5
3.5639246,4.0,4
3.9051213,4.0,4
3.497179,3.0,4
3.3225236,3.0,4
3.4940765,3.0,3
3.5482569,4.0,5
3.642614,4.0,4
3.685883,4.0,2
3.7318554,4.0,4
3.4041338,3.0,3
3.7263603,4.0,4
3.5814626,4.0,3
2.9249015,3.0,3
3.2910619,3.0,4
3.1636584,3.0,2
3.376243,3.0,4
3.8436718,4.0,3
3.4758718,3.0,4
3.411437,3.0,3
3.3093288,3.0,4
2.9023747,3.0,1
3.4594817,3.0,4
3.4248347,3.0,2
3.4914885,3.0,4
3.6060412,4.0,3
3.2833776,3.0,3
3.722788,4.0,3
3.8993402,4.0,5
3.4616606,3.0,3
3.8098648,4.0,4
3.6115117,4.0,4
2.9918916,3.0,4
3.2250683,3.0,2
3.283875,3.0,4
4.0758753,4.0,5
3.4758596,3.0,4
3.705371,4.0,4
3.5844517,4.0,4
3.6223965,4.0,4
3.8056364,4.0,5
3.693059,4.0,3
3.6199021,4.0,5
3.411437,3.0,2
4.041767,4.0,5
3.8435206,4.0,3
3.6485972,4.0,2
3.5160449,4.0,3
3.6013117,4.0,2
3.7811065,4.0,4
3.63662,4.0,4
3.9631104,4.0,4
3.2586377,3.0,2
3.5361834,4.0,4
3.609779,4.0,5
3.878368,4.0,2
3.6771464,4.0,4
3.5993931,4.0,4
3.3062966,3.0,5
3.602243,4.0,4
3.6858475,4.0,3
3.433342,3.0,4
3.5817008,4.0,5
3.5165055,4.0,3
3.5237584,4.0,4
3.681603,4.0,3
3.7555594,4.0,2
3.5185883,4.0,2
3.457842,3.0,3
3.3428707,3.0,5
3.457842,3.0,2
3.5918157,4.0,3
3.5631368,4.0,2
3.4842584,3.0,2
3.4355106,3.0,3
3.6181521,4.0,5
3.0672946,3.0,2
3.6772687,4.0,4
3.972834,4.0,4
3.5110998,4.0,2
3.770248,4.0,3
3.7281733,4.0,4
3.2186174,3.0,1
3.7107022,4.0,5
3.785788,4.0,4
3.4057693,3.0,4
3.2743948,3.0,4
3.617174,4.0,3
3.5680459,4.0,3
3.5862873,4.0,4
3.6771772,4.0,1
3.435736,3.0,2
3.5441358,4.0,3
3.9426355,4.0,4
3.8065963,4.0,3
3.6994345,4.0,5
3.1832252,3.0,1
3.477501,3.0,2
3.7424111,4.0,3
3.6490834,4.0,2
3.4979239,3.0,5
3.8063152,4.0,5
3.174771,3.0,4
3.4855468,3.0,2
3.5493317,4.0,3
3.5843403,4.0,3
3.159376,3.0,4
3.3833928,3.0,3
3.9845686,4.0,5
3.3191998,3.0,1
3.3400738,3.0,4
3.0941908,3.0,3
3.388597,3.0,1
3.7046268,4.0,5
3.592236,4.0,1
3.282794,3.0,1
3.4820795,3.0,3
3.527248,4.0,2
3.6062803,4.0,2
3.2881706,3.0,3
3.2759292,3.0,2
4.0615287,4.0,4
4.0974836,4.0,3
3.4564254,3.0,4
3.3903005,3.0,2
3.436847,3.0,4
3.6769614,4.0,3
4.04051,4.0,4
3.5095859,4.0,2
3.6213913,4.0,3
3.4893098,3.0,1
3.3954391,3.0,4
4.0735,4.0,1
3.230596,3.0,2
3.4542623,3.0,5
3.590488,4.0,4
2.9391272,3.0,2
3.896933,4.0,4
3.7490654,4.0,5
3.492086,3.0,3
3.4554374,3.0,5
3.775973,4.0,4
3.8269668,4.0,5
3.451001,3.0,4
3.2044888,3.0,4
3.417983,3.0,4
3.539145,4.0,1
3.102542,3.0,5
3.643475,4.0,5
3.300421,3.0,5
3.5639246,4.0,4
3.6160383,4.0,5
4.1683774,4.0,5
3.6237233,4.0,5
3.7265644,4.0,2
3.5618675,4.0,2
3.3860395,3.0,4
3.3945715,3.0,4
3.8309069,4.0,3
3.537425,4.0,5
3.4364297,3.0,4
3.683545,4.0,2
3.656851,4.0,3
3.4482143,3.0,5
3.103317,3.0,3
3.4841516,3.0,4
3.4819617,3.0,3
3.5499542,4.0,1
3.538545,4.0,3
3.4983008,3.0,4
3.583739,4.0,4
3.5429478,4.0,3
3.3600888,3.0,4
3.8237233,4.0,3
3.564894,4.0,4
3.4174206,3.0,3
3.8953173,4.0,4
3.226698,3.0,4
3.4061759,3.0,4
3.3785791,3.0,5
3.7335875,4.0,3
3.5717838,4.0,5
2.9146657,3.0,3
3.7046268,4.0,3
3.8631377,4.0,2
3.4071522,3.0,2
3.5829992,4.0,4
3.4077597,3.0,3
3.664763,4.0,3
3.4616606,3.0,3
3.5148783,4.0,4
3.4503934,3.0,3
3.745366,4.0,5
3.4367747,3.0,5
3.8441603,4.0,1
3.4774342,3.0,1
3.9174645,4.0,3
3.3478127,3.0,3
3.6069126,4.0,4
3.8250308,4.0,2
4.007207,4.0,4
3.3191998,3.0,4
3.1660676,3.0,5
3.8435206,4.0,3
3.593681,4.0,3
3.9867501,4.0,5
3.662094,4.0,2
3.4327183,3.0,3
3.0304127,3.0,2
3.5110998,4.0,4
3.599957,4.0,3
3.44334,3.0,4
3.9245243,4.0,5
3.5805464,4.0,5
3.8507633,4.0,5
3.1592543,3.0,2
3.4926143,3.0,4
3.681791,4.0,3
3.4071715,3.0,2
3.4854531,3.0,4
3.663249,4.0,4
3.4041338,3.0,1
3.6941137,4.0,4
3.4983907,3.0,2
3.805597,4.0,3
3.4869838,3.0,4
3.7898674,4.0,3
3.6214397,4.0,2
3.3663707,3.0,3
3.8223028,4.0,3
4.096406,4.0,3
4.1328073,4.0,5
3.4248588,3.0,5
3.9746737,4.0,4
3.9174645,4.0,4
3.0237324,3.0,3
3.759856,4.0,4
3.6914356,4.0,3
3.331652,3.0,2
3.7639778,4.0,4
3.6145756,4.0,3
3.9108171,4.0,3
3.477501,3.0,4
3.3866444,3.0,3
3.7818415,4.0,1
3.745366,4.0,3
3.547553,4.0,3
3.708869,4.0,5
3.7666585,4.0,3
3.683012,4.0,2
3.6145756,4.0,4
3.4368782,3.0,4
3.5086093,4.0,3
3.681791,4.0,3
3.4586687,3.0,4
3.906992,4.0,5
3.7065897,4.0,3
3.166168,3.0,4
3.078338,3.0,3
3.8393445,4.0,4
3.674814,4.0,4
3.6036174,4.0,4
3.7411556,4.0,1
3.334619,3.0,3
3.954938,4.0,3
3.8510923,4.0,4
3.6994345,4.0,3
3.0460231,3.0,3
3.5286207,4.0,5
3.6086872,4.0,2
3.4748874,3.0,3
3.9219747,4.0,1
3.4319513,3.0,3
2.9676857,3.0,2
3.459373,3.0,3
3.533032,4.0,2
3.5550888,4.0,2
3.411437,3.0,2
3.5601501,4.0,3
3.4137595,3.0,2
3.5774374,4.0,1
3.4243357,3.0,5
3.3191998,3.0,1
3.9867501,4.0,3
3.5674143,4.0,4
3.5717838,4.0,5
3.6419764,4.0,5
3.5535069,4.0,3
3.4369042,3.0,4
3.7490654,4.0,5
3.3984807,3.0,2
3.516781,4.0,2
3.6615543,4.0,5
3.436847,3.0,4
3.5429292,4.0,3
3.5020318,4.0,5
3.3698163,3.0,2
3.655159,4.0,3
3.889781,4.0,4
3.1358616,3.0,2
3.4009392,3.0,4
3.5661001,4.0,4
3.473566,3.0,4
3.86269,4.0,4
3.9341793,4.0,5
3.3562038,3.0,4
3.816091,4.0,1
3.6280003,4.0,3
3.3191998,3.0,4
2.9490228,3.0,4
3.1791396,3.0,4
3.6016545,4.0,4
3.663249,4.0,4
3.420842,3.0,2
3.6304076,4.0,3
3.6307182,4.0,5
3.8615997,4.0,2
3.5258036,4.0,3
3.773905,4.0,4
3.6199021,4.0,3
3.8056364,4.0,2
3.420842,3.0,4
3.4422657,3.0,3
3.7663984,4.0,4
3.3008819,3.0,4
3.6344328,4.0,4
3.3068075,3.0,3
3.2296062,3.0,1
3.2058673,3.0,3
3.3785791,3.0,4
3.1285954,3.0,3
3.337661,3.0,4
3.3834066,3.0,2
3.9487634,4.0,2
3.768234,4.0,3
3.4818776,3.0,3
3.3035994,3.0,2
3.5494244,4.0,5
3.6307182,4.0,3
3.5674126,4.0,4
4.0316954,4.0,5
3.411437,3.0,3
3.411437,3.0,3
3.344293,3.0,4
3.379886,3.0,2
3.7399302,4.0,3
3.3137765,3.0,2
3.1573596,3.0,4
3.5091136,4.0,5
3.5412197,4.0,4
3.556509,4.0,3
3.3099437,3.0,5
3.436847,3.0,4
3.3172076,3.0,3
3.6089883,4.0,4
3.1735754,3.0,4
3.461541,3.0,2
3.3487933,3.0,3
3.2881992,3.0,2
3.6137996,4.0,3
3.166168,3.0,5
3.477401,3.0,4
3.4890468,3.0,3
3.6074038,4.0,3
3.7777228,4.0,5
3.5414972,4.0,5
3.3984585,3.0,5
3.5802732,4.0,4
3.81266,4.0,4
3.6541076,4.0,4
3.5488873,4.0,4
3.8561134,4.0,4
3.3936484,3.0,4
3.1397355,3.0,3
3.300878,3.0,5
3.4174206,3.0,2
3.386731,3.0,3
3.9078217,4.0,5
3.4174206,3.0,5
2.8841758,3.0,5
3.4782557,3.0,2
3.4673166,3.0,4
3.5501692,4.0,2
3.8072855,4.0,3
3.427901,3.0,2
3.5335894,4.0,3
3.1480596,3.0,2
3.4810414,3.0,2
3.4616606,3.0,4
3.3407526,3.0,2
2.9059875,3.0,3
3.8469727,4.0,5
3.7913766,4.0,2
3.681791,4.0,4
2.9512315,3.0,3
3.330598,3.0,4
3.8794284,4.0,5
3.632694,4.0,4
3.6989918,4.0,5
3.6474643,4.0,2
3.3405347,3.0,3
3.5185883,4.0,3
3.5182114,4.0,5
3.0778713,3.0,4
3.2778373,3.0,3
3.6415179,4.0,4
3.4009392,3.0,4
3.7530198,4.0,5
3.953874,4.0,4
4.0014563,4.0,4
3.7623727,4.0,2
3.9204087,4.0,5
3.546461,4.0,3
3.9078217,4.0,4
3.7453659,4.0,1
4.091114,4.0,5
3.3206716,3.0,4
3.436847,3.0,5
3.7857344,4.0,4
3.4248588,3.0,4
3.777686,4.0,3
3.625521,4.0,2
3.829648,4.0,2
3.1397703,3.0,4
3.6112869,4.0,4
3.6681933,4.0,4
3.8463326,4.0,3
3.4009392,3.0,4
3.366219,3.0,5
3.4193652,3.0,4
3.8047585,4.0,5
3.579921,4.0,3
3.5189667,4.0,3
3.376243,3.0,5
3.6766362,4.0,3
3.5086093,4.0,3
3.5992455,4.0,4
3.7030845,4.0,3
3.6999679,4.0,3
3.672922,4.0,5
3.82765,4.0,4
3.4239092,3.0,4
3.6496139,4.0,2
2.9146657,3.0,3
3.4574256,3.0,4
3.6745932,4.0,4
3.4752963,3.0,2
3.606779,4.0,3
3.790176,4.0,2
3.745366,4.0,4
3.595094,4.0,1
3.6199021,4.0,3
3.169442,3.0,2
3.785788,4.0,4
3.4117799,3.0,5
3.785788,4.0,3
3.7003086,4.0,4
3.5914464,4.0,3
3.3272977,3.0,3
3.2000663,3.0,3
3.5189667,4.0,4
3.7014909,4.0,4
3.6427326,4.0,5
3.7933264,4.0,3
3.8082669,4.0,5
3.7003086,4.0,5
3.4174206,3.0,4
3.4093096,3.0,1
3.5106704,4.0,4
4.066505,4.0,5
3.8713176,4.0,4
3.6199021,4.0,3
3.6870055,4.0,5
3.546469,4.0,5
3.3878174,3.0,2
3.2356546,3.0,4
3.1521385,3.0,2
3.539649,4.0,1
3.448869,3.0,5
3.9378104,4.0,3
3.4269848,3.0,2
3.9243984,4.0,4
3.4239092,3.0,2
3.2147992,3.0,3
3.5521138,4.0,2
3.0479732,3.0,2
3.235789,3.0,4
3.6036174,4.0,3
3.3926735,3.0,2
3.0020683,3.0,2
3.972834,4.0,4
3.6828823,4.0,2
3.4354703,3.0,2
3.878368,4.0,3
3.1920414,3.0,5
3.655159,4.0,4
3.4819617,3.0,4
3.0367374,3.0,2
3.7854848,4.0,3
3.4573026,3.0,4
3.6137996,4.0,5
3.7231884,4.0,5
3.4819617,3.0,5
4.057811,4.0,5
3.6182256,4.0,3
3.3164554,3.0,3
3.5885735,4.0,5
3.8553376,4.0,4
3.6177957,4.0,5
3.8297596,4.0,3
3.611456,4.0,4
4.005064,4.0,5
3.3272977,3.0,5
3.5896149,4.0,4
3.1005607,3.0,3
3.4601815,3.0,3
3.690956,4.0,1
3.670402,4.0,5
3.388062,3.0,1
3.4700623,3.0,3
3.5241723,4.0,1
3.477501,3.0,4
3.576421,4.0,4
3.950275,4.0,3
3.6294668,4.0,4
3.6770203,4.0,3
3.410036,3.0,4
3.366219,3.0,2
3.86269,4.0,4
3.6507475,4.0,5
3.2480497,3.0,3
3.4241247,3.0,3
3.2950232,3.0,3
3.4774482,3.0,1
3.3071911,3.0,2
2.866412,3.0,1
3.4071715,3.0,3
3.4556646,3.0,5
3.0304127,3.0,5
3.120441,3.0,3
3.3191998,3.0,5
3.653865,4.0,3
3.6323457,4.0,4
3.6282384,4.0,3
3.5627506,4.0,3
3.5454805,4.0,2
3.9194455,4.0,4
3.3490605,3.0,5
3.656214,4.0,3
3.4071715,3.0,5
3.4104357,3.0,2
